title,description,category,image_link,read_link
Russian business delegation expected in Zimbabwe,A HIGH-powered delegation from the Sverdlovsk region of the Russian Federation led by the Minister of Foreign Economic ...,Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/07/Untitled-34-7-200x200.jpg,https://www.chronicle.co.zw/russian-business-delegation-expected-in-zimbabwe/
30 more Covid -19 cases recorded,"Thandeka Moyo-Ndlovu, Online Reporter Zimbabwe has recorded 30 new Covid-19 cases during the past hours with reports ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/05/Untitled-45-13-200x200.jpg,https://www.chronicle.co.zw/30-more-covid-19-cases-recorded/
Taking mental health awareness to the pub,"Angela Sibanda, Showbiz Correspondent UMAHLEKISA Comedy club in partnership with the House of Arts Association, Yellow ...",Entertainment,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/03/a491c379-f395-4f7f-bb3c-0d8ad75ff618-200x200.jpg,https://www.chronicle.co.zw/taking-mental-health-awareness-to-the-pub/
Badminton umpiring course set for Bulawayo,"  Brandon Moyo, Sports Reporter BULAWAYO Badminton Association (BDA) are set to host a badminton regional umpiring ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/03/Untitled-4-200x200.jpg,https://www.chronicle.co.zw/badminton-umpiring-course-set-for-bulawayo/
Bulawayo woman in distress over trafficked child,"Flora Fadzai Sibanda, Chronicle Reporter TWENTY-four-year-old Charlene Moyo from Mahatshula suburb, Bulawayo is in ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/sddcvgbhnhn-200x200.jpg,https://www.chronicle.co.zw/bulawayo-woman-in-distress-over-trafficked-child/
9 000 more stands for Bulawayo,Senior Business Reporter THE National Building Society Limited (NBS) and Radar Holdings Limited officials this morning ...,Business,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/03/Untitled-1-200x200.jpg,https://www.chronicle.co.zw/9-000-more-stands-for-bulawayo/
Two juveniles drown in pool,"Michael Magoronga, Midlands Correspondent TWO juveniles aged six and four drowned in a pool near their homestead in ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2019/11/drowned-200x200.jpg,https://www.chronicle.co.zw/two-juveniles-drown-in-pool/
Senior Russian and US officials in Zimbabwe as ties with the west deepen,"Leonard Ncube, Online Reporter TWO senior official from the US and Russia are expected in the country today as Zimbabwe ...",Uncategorized,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2021/09/Dr-Fredrick-Shava-200x200.jpg,https://www.chronicle.co.zw/senior-russian-and-us-officials-in-zimbabwe-as-ties-with-the-west-deepen/
5 000 congregants expected for AFM conference,"Michael Magoronga, Midlands Correspondent ABOUT 5 000 congregants are expected to converge at Baghdad Stadium in Kwekwe ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2012/01/afm%20pastors.jpg,https://www.chronicle.co.zw/5-000-congregants-expected-for-afm-conference/
"Businesses get US$17,5 million from forex auction, as Zimbabwe-dollar loses ground against the greenback","Michael Makuza, Business Reporter THE Reserve Bank of Zimbabwe (RBZ) has allotted US$17,5 million to businesses at the ...",Business,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/02/Reserve-Bank-of-Zimbabwe-RBZ-200x200.jpg,https://www.chronicle.co.zw/businesses-get-us175-million-from-forex-auction-as-zimbabwe-dollar-loses-ground-against-the-greenback/
National Building Society tours housing projects,"Nqobile Bhebhe, Senior Business Reporter THE National Building Society Limited (NBS) top leadership is embarking on a ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/07/Untitled-9-3-200x200.jpg,https://www.chronicle.co.zw/national-building-society-tours-housing-projects/
"Kwekwe Deputy Mayor, two councillors recalled","Michael Magoronga, Midlands Correspondent THE Douglas Mwonzora-led MDC has recalled three Kwekwe City councilors for ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-1-18-200x200.jpg,https://www.chronicle.co.zw/kwekwe-deputy-mayor-two-councillors-recalled/
WATCH: Downright recklessness that leads to drowning in Zimbabwe,Lizzy Nekhoma and Maita Zizhou online reporters DESPITE numerous warnings and educational campaigns over the years ...,Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2018/12/drowning_647_091816122313-647x363-200x200.jpeg,https://www.chronicle.co.zw/watch-downright-recklessness-that-leads-to-drowning-in-zimbabwe/
Investor gets High Court boost,"Online Reporter The High Court of Zimbabwe in Harhas stopped a possible takeover of earth moving equipment business, ...",Crime & Courts,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/01/Bulawayo-High-Court-of-Zimbabwe-200x200.jpg,https://www.chronicle.co.zw/investor-gets-high-court-boost/
Activists call for tougher against drug peddlers,"Tafadzwa Chibukwa, Online Reporter INORDER to triumph in the war against drugs and substance abuse, there is a need for ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/WhatsApp-Image-2023-02-28-at-12.04.31-PM-200x200.jpg,https://www.chronicle.co.zw/activists-call-for-tougher-against-drug-peddlers/
"Premier Soccer release fixtures, season kickoff date set","  Ricky Zililo, Senior Sports Reporter THE 2023 edition of the Castle Lager Premier Soccer League will kick off on ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/08/Untitled-28-8-200x200.jpg,https://www.chronicle.co.zw/premier-soccer-release-fixtures-season-kickoff-date-set/
Open verse challenge: Sing along to Vuyo Brown’s No Way song on TikTok,"  Millicent Dube, Showbiz Reporter There is a challenge that’s been trending in the music sector, the open verse ...",Entertainment,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/11/Untitled-21-2-200x200.jpg,https://www.chronicle.co.zw/open-verse-challenge-sing-along-to-vuyo-browns-no-way-song-on-tiktok/
"One dead, four injured after driver fails to give way","  Rejoyce Sibanda, Chronicle Reporter A 60-YEAR-OLD man from Nkulumane suburb died on the spot while four others ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2021/09/Inspector-Abednico-Ncube--200x200.jpeg,https://www.chronicle.co.zw/one-dead-four-injured-after-driver-fails-to-give-way/
Zanu PF gears for 2023 polls,"  Sikhumbuzo Moyo, Online Reporter ZANU PF politburo member Cde Elifasi Mashava has warned party cadres who have ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-1-17-200x200.jpg,https://www.chronicle.co.zw/zanu-pf-gears-for-2023-polls/
2 800 nabbed in national anti-drugs crackdown,"Rejoyce Sibanda, Chronicle Reporter A TOTAL of  2 807 people have been arrested during the ongoing national operation ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/1-19-200x200.jpg,https://www.chronicle.co.zw/2-800-nabbed-in-national-anti-drugs-crackdown/
Educationists meet on deadly gang wars,  Nqobile Tshili STAKEHOLDERS in the education sector have converged at Townsend High School in Bulawayo to address ...,Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-3-17-200x200.jpg,https://www.chronicle.co.zw/educationists-meet-on-deadly-gang-wars/
WATCH: Fees reversed amid campus skirmishes,"Flora Fadzai Sibanda, Chronicle Reporter STUDENTS at the National University of Science and Technology (Nust) yesterday ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/zxzxdcfggg-200x200.jpg,https://www.chronicle.co.zw/watch-fees-reversed-amid-campus-skirmishes/
WATCH: Tax-compliant backyard fence maker employs 14,"Nqobile Tshili, Chronicle Reporter WHAT started as a part time and experiential job for a Bulawayo welder has blossomed ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/dferrrr-200x200.jpg,https://www.chronicle.co.zw/watch-tax-compliant-backyard-fence-maker-employs-14/
Chief Dakamela to honour hardworkers,"Angela Sibanda, Chronicle Correspondent CHIEF Dakamela of Nkayi is set to present awards to people living under his ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/szxxcvvbbb-200x200.jpg,https://www.chronicle.co.zw/chief-dakamela-to-honour-hardworkers/
Raza’s Lahore Qalandars register third win in Pakistan Super League,"  Brandon Moyo, Sports Reporter ZIMBABWE international, Sikandar Raza’s Pakistan Super League (PSL) team Lahore ...",Sport,,https://www.chronicle.co.zw/razas-lahore-qalandars-register-third-win-in-pakistan-super-league/
Naaz invites participants for World Athletics online coaching course,"  Innocent Kurira, Sports Reporter THE National Athletics Association of Zimbabwe (Naaz) is inviting participants ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2021/05/Naaz-200x200.jpg,https://www.chronicle.co.zw/naaz-invites-participants-for-world-athletics-online-coaching-course/
Nust reverts to 2022 fee structure following students protest,"Flora Fadzai Sibanda, Online Reporter THE National University of Science and Technology Nust has reverted to fees that ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-7-13-200x200.jpg,https://www.chronicle.co.zw/nust-reverts-to-2022-fee-structure-following-students-protest/
Bulawayo drug-peddler arrested with $2 million Crystal meth,"Thandeka Moyo-Ndlovu, Online Reporter A Bulawayo man from Magwegwe North suburb has been arrested for possessing crystal ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/1-19-200x200.jpg,https://www.chronicle.co.zw/bulawayo-drug-peddler-arrested-with-2-million-crystal-meth/
Econet appoints new finance director,"Michael Makuza, Business Reporter LISTED telecoms giant, Econet Wireless Zimbabwe, has appointed Mr Chengeto Moyo as its ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2019/07/econet-11-200x200.jpg,https://www.chronicle.co.zw/econet-appoints-new-finance-director/
Nust students demand answers on fees decrease,Flora Fadzai Sibanda THE excitement that followed an announcement by the National University of Science and Technology ...,Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-1-15-200x200.jpg,https://www.chronicle.co.zw/nust-students-demand-answers-on-fees-decrease/
WATCH: Nust student protest forces fees decrease,"  Flora Fadzai Sibanda, Online Reporter FOLLOWING a more than 100 percent increase in fees at the National ...",Local News,,https://www.chronicle.co.zw/watch-nust-student-protest-forces-fees-decrease/
WATCH: More encouraging results at Insiza lithium project," Senior Business Reporter MULTI-COMMODITY mining and natural resource development company, Premier African Minerals, has ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/ddccvgvbhhj-200x200.jpg,https://www.chronicle.co.zw/watch-more-encouraging-results-at-insiza-lithium-project/
African Development Bank shifts lending from fossil fuels,"THE African Development Bank (AfDB) is moving away from financing fossil fuels, with renewables already making up 87 ...",Business,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/unnamed-13-200x200.png,https://www.chronicle.co.zw/african-development-bank-shifts-lending-from-fossil-fuels/
Lukhanyiso bus saga- company demands written apology from school to release bus,"Sikhumbuzo Moyo, Senior Reporter A Harare headquartered vehicle body engineering company has vowed not to release a ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Lukhanyiso-Primary-School-In-Mpopoma-Suburb-200x200.jpg,https://www.chronicle.co.zw/lukhanyiso-bus-saga-company-demands-written-apology-from-school-to-release-bus/
Hwange Local Board gives squat toilets users one month ultimatum,"  Sikhumbuzo Moyo, Online Reporter HWANGE Local Board has given Empumalanga residents who are still using squat ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/04/Mr-Dumisani-Nsingo-200x200.jpg,https://www.chronicle.co.zw/hwange-local-board-gives-squat-toilets-users-one-month-ultimatum/
100MW giant rising… 9 000 solar panels installed to generate first 5MW,"Leonard Ncube, Victoria Falls Reporter CONSTRUCTION of the giant Victoria Falls-Chidobe Solar Plant outside the resort ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Solar-panels-mounted-for-the-fhe-5MW-first-phase-of-the-100MW-Chidobe-solar-plant-outside-Victoria-Falls-1-200x200.jpg,https://www.chronicle.co.zw/100mw-giant-rising-9-000-solar-panels-installed-to-generate-first-5mw/
WATCH: 138-year-old bullet-shaped jewel beetle still in shape,"Mashudu Netsianda, Deputy News Editor AISLES of mismatched wooden shelves and cabinets fill the fluorescent-lit room ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Bulawayo-Natural-History’s-head-of-the-entomology-department-and-curator-Ms-Dorothy-Chipo-Madamba-at-the-specimen-collection-room.-200x200.jpg,https://www.chronicle.co.zw/watch-138-year-old-bullet-shaped-jewel-beetle-still-in-shape/
"UK-based dentist transforms Somabula land, eyes export market","Patrick Chitumba, Midlands Bureau Chief A UNITED Kingdom-based dentist, Dr Shamiso Ketani (54) has transformed his ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Dr-Shamiso-Ketani-200x200.jpg,https://www.chronicle.co.zw/uk-based-dentist-transforms-somabula-land-eyes-export-market/
"COMMENT: Zimbabwe takes engagement, re-engagement to another level",ZIMBABWE last week took its engagement and re-engagement efforts to another level when it held the Second Structured ...,Opinion & Analysis,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2021/12/AFDB-1-200x200.jpg,https://www.chronicle.co.zw/comment-zimbabwe-takes-engagement-re-engagement-to-another-level/
$50m industrial loans up for grabs,"Business Reporter THE Industrial Development Corporation of Zimbabwe (IDCZ), a wholly owned Government financial ...",Business,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2019/05/IMG_6144-200x200.jpg,https://www.chronicle.co.zw/50m-industrial-loans-up-for-grabs/
"Surprises, frustration and disappointments at Nama","Tina Musonza, Harare Bureau The Government has embraced the just-ended National Arts Merit Awards (Nama) for setting a ...",Entertainment,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Obert-Dube-nama2023-200x200.jpg,https://www.chronicle.co.zw/surprises-frustration-and-disappointments-at-nama/
WATCH: Bosso chairman applauds supporters,"Ricky Zililo, Senior Sports Reporter HIGHLANDERS Football Club chairman Johnfat Sibanda has applauded the gesture by the ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2021/01/johnfat1-200x200.jpg,https://www.chronicle.co.zw/watch-bosso-chairman-applauds-supporters/
He who has love,"THE book of 1 Corinthians 13 speaks about abiding in love, love being the greatest of all. Our God does not merely love ...",Opinion & Analysis,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/04/Reading-Bible-200x200.jpg,https://www.chronicle.co.zw/he-who-has-love/
Zimbabwe women complete double over Zambia,"Innocent Kurira, Sports Reporter ZIMBABWE’S national women basketball team wrapped their Afro-basket qualifying pool ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/ffgn-200x200.jpg,https://www.chronicle.co.zw/zimbabwe-women-complete-double-over-zambia/
EMA finalises LEAPs consultations,"Tafadzwa Chibukwa, Chronicle Reporter IN an effort to promote the inclusion of all groups and equal participation of ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2021/10/Steady-Katanga-200x200.jpg,https://www.chronicle.co.zw/ema-finalises-leaps-consultations/
Waster pickers urge authorities to create safe environment,"Thandeka Moyo-Ndlovu, Senior Health Reporter WOMEN who pick waste for recycling at Bulawayo’s Richmond dumpsite ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-6-copy-4-200x200.jpg,https://www.chronicle.co.zw/waster-pickers-urge-authorities-to-create-safe-environment/
Bulawayo woman cheers up orphans,"Canditar Chapanduka and Mthulisi Tjibale Ncube, Chronicle Reporters A BULAWAYO social entrepreneur and influencer Ms ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Queen-Elizabeth-Donationation7-200x200.jpg,https://www.chronicle.co.zw/bulawayo-woman-cheers-up-orphans/
"Summer cropping season preparations begins 3,7m tonnes cereals target set","Elita Chikwati, Harare Bureau PREPARATIONS for the next summer cropping season, starting in the final months of this ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/AS-200x200.jpg,https://www.chronicle.co.zw/summer-cropping-season-preparations-begins-37m-tonnes-cereals-target-set/
From kombi driver to trucking business owner,"  Patrick Chitumba, Midlands Bureau Chief POPULARLY known as Amora, Mr Amos Chikutira was 18 years old when he ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-2-copy-5-200x200.jpg,https://www.chronicle.co.zw/from-kombi-driver-to-trucking-business-owner/
Africa needs sustained annual growth to meet SDGs,Business Reporter AFRICA needs a sustained annual economic growth rate of between 7-10 percent of its Gross Domestic ...,Business,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/07/African-Development-Bank-president-Dr-Akinwumi-Adesina-200x200.jpg,https://www.chronicle.co.zw/africa-needs-sustained-annual-growth-to-meet-sdgs/
Thermal power generation drops lowest,Senior Business Reporter THE country’s thermal power generation has dropped lowest today with the giant Hwange Thermal ...,Business,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/ZPC-graphic-200x200.png,https://www.chronicle.co.zw/thermal-power-generation-drops-lowest/
Raza’s Lahore Qalandars shoot to the top in Pakistan Super League,"  Brandon Moyo, Sports Reporter SIKANDAR Raza’s Pakistan Super League (PSL) side and defending champions Lahore ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-8-14-200x200.jpg,https://www.chronicle.co.zw/razas-lahore-qalandars-shoot-to-the-top-in-pakistan-super-league/
Munetsi rubs shoulders with global superstars,"  Innocent Kurira, Sports Reporter ZIMBABWEAN international Marshall Munetsi was on Monday night amongst some of ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-7-14-200x200.jpg,https://www.chronicle.co.zw/munetsi-rubs-shoulders-with-global-superstars/
Kokota Festival third edition set for April,"Mthabisi Tshuma, Showbiz Reporter The third edition of the Kokota Festival is set to be held on April 29 at its ...",Entertainment,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-5-19-200x200.jpg,https://www.chronicle.co.zw/rapper-lamas-ellz-collaborates-sandra-ndebele-mzoe-7/
BAC remain top of the log in BMCA First League,"   Brandon Moyo, Sports Reporter BULAWAYO Athletic Club (BAC) remained on top of the standings in the Bulawayo ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-4-21-200x200.jpg,https://www.chronicle.co.zw/bac-remain-top-of-the-log-in-bmca-first-league/
"Afro-pop songster, Khwezi’s Seasons come full circle","Mbulelo Mpofu, Showbiz Reporter AVID Bible scholars know that everything happens in its due time, with seasons falling ...",Entertainment,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-2-14-200x200.jpg,https://www.chronicle.co.zw/afro-pop-songster-khwezis-seasons-come-full-circle/
"Kwekwe Deputy Mayor, two councillors recalled","Michael Magoronga, Midlands Correspondent THE Douglas Mwonzora-led MDC has recalled three Kwekwe City councilors for ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-1-18-200x200.jpg,https://www.chronicle.co.zw/kwekwe-deputy-mayor-two-councillors-recalled/
WATCH: Downright recklessness that leads to drowning in Zimbabwe,Lizzy Nekhoma and Maita Zizhou online reporters DESPITE numerous warnings and educational campaigns over the years ...,Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2018/12/drowning_647_091816122313-647x363-200x200.jpeg,https://www.chronicle.co.zw/watch-downright-recklessness-that-leads-to-drowning-in-zimbabwe/
Investor gets High Court boost,"Online Reporter The High Court of Zimbabwe in Harhas stopped a possible takeover of earth moving equipment business, ...",Crime & Courts,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/01/Bulawayo-High-Court-of-Zimbabwe-200x200.jpg,https://www.chronicle.co.zw/investor-gets-high-court-boost/
Activists call for tougher against drug peddlers,"Tafadzwa Chibukwa, Online Reporter INORDER to triumph in the war against drugs and substance abuse, there is a need for ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/WhatsApp-Image-2023-02-28-at-12.04.31-PM-200x200.jpg,https://www.chronicle.co.zw/activists-call-for-tougher-against-drug-peddlers/
"Premier Soccer release fixtures, season kickoff date set","  Ricky Zililo, Senior Sports Reporter THE 2023 edition of the Castle Lager Premier Soccer League will kick off on ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/08/Untitled-28-8-200x200.jpg,https://www.chronicle.co.zw/premier-soccer-release-fixtures-season-kickoff-date-set/
Open verse challenge: Sing along to Vuyo Brown’s No Way song on TikTok,"  Millicent Dube, Showbiz Reporter There is a challenge that’s been trending in the music sector, the open verse ...",Entertainment,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/11/Untitled-21-2-200x200.jpg,https://www.chronicle.co.zw/open-verse-challenge-sing-along-to-vuyo-browns-no-way-song-on-tiktok/
"One dead, four injured after driver fails to give way","  Rejoyce Sibanda, Chronicle Reporter A 60-YEAR-OLD man from Nkulumane suburb died on the spot while four others ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2021/09/Inspector-Abednico-Ncube--200x200.jpeg,https://www.chronicle.co.zw/one-dead-four-injured-after-driver-fails-to-give-way/
Munetsi mixes with best at Fifa awards,"Innocent Kurira, Sports Reporter ZIMBABWEAN international Marshall Munetsi was on Monday night amongst some of the ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/tryhrth-200x200.jpg,https://www.chronicle.co.zw/munetsi-mixes-with-best-at-fifa-awards/
Nama Lifetime Achievement Award amazes Barbara Nkala,"Mbulelo Mpofu, Showbiz Reporter LITERARY matriarch Barbara Clara Makhalisa Nkala was amazed by the kind gesture shown by ...",Entertainment,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/03/farwer-200x200.jpg,https://www.chronicle.co.zw/nama-lifetime-achievement-award-amazes-barbara-nkala/
Russia-Ukraine conflict: Zimbabwe occupies middle point by abstaining from UNGA Resolutions,"Wallace Musakanyi, Opinion The Russia-Ukraine conflict has been on-going for a year now and its impact has been dire and ...",Opinion & Analysis,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/03/tyhtryxc-200x200.jpg,https://www.chronicle.co.zw/russia-ukraine-conflict-zimbabwe-occupies-middle-point-by-abstaining-from-unga-resolutions/
Horticultural sector continues to bloom,"Precious Manomano, Harare Bureau More hectares have been put under horticultural crops this season, and a significant ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/01/Untitled-31-7-200x200.jpg,https://www.chronicle.co.zw/horticultural-sector-continues-to-bloom/
Bulawayo swimming association names team for junior nationals,"Brandon Moyo, Sports Reporter BULAWAYO Amateur Swimming Association (BASA) have named their squad for the upcoming ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/fvdf-200x200.jpg,https://www.chronicle.co.zw/bulawayo-swimming-association-names-team-for-junior-nationals/
"Lack of water, proper fencing threatens irrigation scheme","Leonard Ncube, Victoria Falls Reporter WHEN villagers in Mpumelelo Village 25 in Kachechete Ward started Vusanani ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/dghhjuuiju-200x200.jpg,https://www.chronicle.co.zw/lack-of-water-proper-fencing-threatens-irrigation-scheme/
Zimbabwe fall to Mozambique in final,"Innocent Kurira , Sports Reporter THE Zimbabwe men’s basketball side chocked when it mattered the most after falling ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/dddfggbyhh-200x200.jpg,https://www.chronicle.co.zw/zimbabwe-fall-to-mozambique-in-final/
Zera urges use of  renewable energy sources,"Michael Makuza, Business Reporter THE Zimbabwe Energy Regulatory Authority (Zera) has urged consumers to use electricity ...",Business,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/05/Untitled-42-1-200x200.jpg,https://www.chronicle.co.zw/zera-urges-use-of-renewable-energy-sources/
Hwange done with player recruitment,"Fungai Muderere, Senior Sports Reporter CASTLE Lager Premier Soccer League returnees Hwange say they are done with their ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/csdf-200x200.jpg,https://www.chronicle.co.zw/hwange-done-with-player-recruitment/
October deadline for Zimplats 35MW solar project,"Nqobile Bhebhe, Senior Business Reporter THE country’s largest platinum producer, Zimplats, is targeting to complete its ...",Business,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/03/yuhtjn-200x200.jpg,https://www.chronicle.co.zw/october-deadline-for-zimplats-35mw-solar-project/
Car accident kills Nkulumane man,"Rejoyce Sibanda, Chronicle Reporter A 60-YEAR-OLD man from Nkulumane suburb died on the spot while four others were ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2021/11/road-accident-3-200x200.jpg,https://www.chronicle.co.zw/car-accident-kills-nkulumane-man/
Victoria Falls damaged roads affect tourism,"Leonard Ncube, Victoria Falls Reporter A MAJORITY of roads within Victoria Falls are now littered with potholes ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/11/Untitled-1-200x200.jpg,https://www.chronicle.co.zw/victoria-falls-damaged-roads-affect-tourism/
Beitbridge municipality to enforce by-laws,"Thupeyo Muleya, Beitbridge Bureau THE Municipality of Beitbridge will soon start enforcing a number of by-laws to ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/04/Beitbridge-mayor-councillor-Munyaradzi-Chitsunge-200x200.jpg,https://www.chronicle.co.zw/beitbridge-municipality-to-enforce-by-laws/
Lukhanyiso bus saga- company demands written apology from school to release bus,"Sikhumbuzo Moyo, Senior Reporter A Harare headquartered vehicle body engineering company has vowed not to release a ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Lukhanyiso-Primary-School-In-Mpopoma-Suburb-200x200.jpg,https://www.chronicle.co.zw/lukhanyiso-bus-saga-company-demands-written-apology-from-school-to-release-bus/
Hwange Local Board gives squat toilets users one month ultimatum,"  Sikhumbuzo Moyo, Online Reporter HWANGE Local Board has given Empumalanga residents who are still using squat ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/04/Mr-Dumisani-Nsingo-200x200.jpg,https://www.chronicle.co.zw/hwange-local-board-gives-squat-toilets-users-one-month-ultimatum/
100MW giant rising… 9 000 solar panels installed to generate first 5MW,"Leonard Ncube, Victoria Falls Reporter CONSTRUCTION of the giant Victoria Falls-Chidobe Solar Plant outside the resort ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Solar-panels-mounted-for-the-fhe-5MW-first-phase-of-the-100MW-Chidobe-solar-plant-outside-Victoria-Falls-1-200x200.jpg,https://www.chronicle.co.zw/100mw-giant-rising-9-000-solar-panels-installed-to-generate-first-5mw/
WATCH: 138-year-old bullet-shaped jewel beetle still in shape,"Mashudu Netsianda, Deputy News Editor AISLES of mismatched wooden shelves and cabinets fill the fluorescent-lit room ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Bulawayo-Natural-History’s-head-of-the-entomology-department-and-curator-Ms-Dorothy-Chipo-Madamba-at-the-specimen-collection-room.-200x200.jpg,https://www.chronicle.co.zw/watch-138-year-old-bullet-shaped-jewel-beetle-still-in-shape/
"UK-based dentist transforms Somabula land, eyes export market","Patrick Chitumba, Midlands Bureau Chief A UNITED Kingdom-based dentist, Dr Shamiso Ketani (54) has transformed his ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Dr-Shamiso-Ketani-200x200.jpg,https://www.chronicle.co.zw/uk-based-dentist-transforms-somabula-land-eyes-export-market/
"COMMENT: Zimbabwe takes engagement, re-engagement to another level",ZIMBABWE last week took its engagement and re-engagement efforts to another level when it held the Second Structured ...,Opinion & Analysis,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2021/12/AFDB-1-200x200.jpg,https://www.chronicle.co.zw/comment-zimbabwe-takes-engagement-re-engagement-to-another-level/
